用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),点击“删除”按钮，选择取消,"1.已登录系统级账号
2.列表内有已添加出发地信息","1.点击页面右侧“删除”按钮
2.点击新弹窗“取消”","1.页面弹出删除班车二次确认页面
2.页面没有改变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--向右翻页>,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.点击列表底部向右翻页>,1.列表向右翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--向左翻页<,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.点击列表底部向左翻页<,1.列表向左翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--向右翻页》,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.点击列表底部向右翻页》,1.列表向右翻到最大页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--向左翻页《,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.点击列表底部向左翻页《,1.列表向左翻到第一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--指定翻页（小于最大页）,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.页数内输入小于最大页数整数,1.直接跳转到指定页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--指定翻页（等于最大页）,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.页数内输入最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--指定翻页（大于最大页）,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.页数内输入大于最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表底部--指定翻页（非数字）,"1.已登录系统级账号
2.列表内有已添加出发地信息
3.页面有多页信息",1.页数内输入大写数字,1.不可输入,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.输入出发时间、交通方式、往返情况、时差、结算价、起（始）点站、开始时间、结束时间、周几有效
2.点击保存","1.提示保存成功
2.新增班车已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--关闭,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.输入出发时间、交通方式、往返情况、时差、结算价、起（始）点站、开始时间、结束时间、周几有效
2.点击关闭","1.弹出框直接关闭
2.班车列表没有变化",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--点击右上角“X”,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.输入出发时间、交通方式、往返情况、时差、结算价、起（始）点站、开始时间、结束时间、周几有效
2.点击右顶部""X""","1.弹出框直接关闭
2.班车列表没有变化",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--保存，有效日期冲突,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.输入开始时间、结束时间（实际该日期已有班车）
2.点击保存",1.提示“价格策略的有效日期冲突！请检查后重试”,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--出发时间未填写保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.未输入出发时间，其余填写正确
2.点击保存","1.提示""班车费用信息添加成功！""
2.新增班车已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--交通方式未选择保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.未选择交通方式，其余填写正确
2.点击保存","1.提示""请核对表单数据是否正确！留意红色边框的区域。""
2.交通方式框变红，参照ui",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--时差、结算价为空保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.未输入时差、结算价，其余填写正确
2.点击保存","1.提示""班车费用信息添加成功！""
2.新增班车已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--开始时间未填写保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.未选择开始时间，其余填写正确
2.点击保存","1.提示""请核对表单数据是否正确！留意红色边框的区域。""
2.开始时间框变红，参照ui",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--结束时间未填写保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.未选择结束时间，其余填写正确
2.点击保存","1.提示""请核对表单数据是否正确！留意红色边框的区域。""
2.结束时间框变红，参照ui",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),添加功能--“周几有效”未填保存,"1.已登录系统级账号
2.已点开班车管理添加弹窗","1.未选择周几有效，其余填写正确
2.点击保存",1.提示"请选择周几有效！",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),编辑--修改所有内容提交,"1.已登录系统级账号
2.已点开班车管理编辑弹窗","1.点击出班车列表右侧“编辑”按钮
2.修改出发时间、交通方式、往返情况、时差、结算价、起（始）点站、开始时间、结束时间、周几有效
3.点击保存
4.再次编辑","1.弹出编辑页面，展示添加班车时信息
2.保存成功，列表显示已修改班车信息
3.编辑页面显示修改后内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),编辑--未修改直接保存,"1.已登录系统级账号
2.已点开班车管理编辑弹窗","1.点击班车列表右侧“编辑”按钮
2.点击保存
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示原有班车信息
3.信息与编辑前一致",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),编辑--关闭,"1.已登录系统级账号
2.已点开班车管理编辑弹窗","1.点击班车列表右侧“编辑”按钮
2.点击关闭
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.关闭弹框成功
3.出发地信息未变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),编辑--点击弹出框右侧顶部“X”,"1.已登录系统级账号
2.已点开班车管理编辑弹窗","1.点击班车列表右侧“编辑”按钮
2.点击右侧顶部“X”
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.关闭弹框成功
3.出发地信息未变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),删除--删除,"1.已登录系统级账号
2.已有出发地记录","1.点击班车列表右侧“删除”按钮
2.点击弹出框“删除”按钮
3.点击“确定”","1.弹出删除确认框
2.删除记录成功，列表不再显示该记录",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),删除--取消,"1.已登录系统级账号
2.已有出发地记录","1.点击班车列表右侧“删除”按钮
2.点击弹出框“否”按钮","1.弹出删除确认框
2.删除记录失败，列表仍显示该记录",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),顶部“返回”按钮,"1.已登录系统级账号
2.已进入出发地--班车管理页面",1.点击返回按钮,1.返回出发地管理首页界面,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表内“-”,"1.已登录系统级账号
2.已进入出发地--班车管理页面",1.点击列表内去程/返程“-”按钮,1.收起相应模块信息,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理-班车管理：班车的添加/编辑/删除功能(#618),列表内“+”,"1.已登录系统级账号
2.已进入出发地--班车管理页面",1.点击列表内去程/返程“+”按钮,1.展开相应模块信息,3,功能测试,功能测试阶段
