用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点简称为10字,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点简称为10字数，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点名称超20字,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点名称超出20字数，其余填写正确，点击保存","1.弹出添加景点信息页面
2.自动截取前20位景点名称，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点简称超10字,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点简称超出10字数，其余填写正确，点击保存","1.弹出添加景点信息页面
2.自动截取前10位景点简介，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点电话为11位正确手机号,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点电话为11位正确号，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点成功，景点列表内显示新添加景点",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点电话为11位错误手机号,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点电话为11位错误号，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点失败，提示用户景点电话错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点电话为10位错误手机号,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点电话为10位错误号，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点失败，提示用户景点电话错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点电话为12位错误手机号,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点电话为12位错误号，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点失败，提示用户景点电话错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点电话为正确座机号码,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点电话为正确座机号，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点成功，景点列表内显示新添加景点",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点电话为错误手机号,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点电话为11位错误号，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点失败，提示用户景点电话错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--详细地址超长,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.详细地址超出最大字数，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点失败，提示用户详细地址最大长度",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点简介等于600字,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点简介等于600字，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--景点简介超600字,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.景点简介超出600字，其余填写正确，点击保存","1.弹出添加景点信息页面
2.自动截取前600字，保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--选择完省市区后更换省份,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.输入/选择景点名称、景点简称、景点排序、景点电话、景点属性、省份、城市、区/县、详细地址、附加属性、开放时间、景点等级、景点简介、地图、景区介绍、添加图片
3.更改省份","1.弹出添加景点信息页面
2.更改省份信息成功，市、区/县置空",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--选择完省市区后更换市,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.输入/选择景点名称、景点简称、景点排序、景点电话、景点属性、省份、城市、区/县、详细地址、附加属性、开放时间、景点等级、景点简介、地图、景区介绍、添加图片
3.更改市","1.弹出添加景点信息页面
2.更改市信息成功，区/县置空",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--选择完省市区后更换区/县,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.输入/选择景点名称、景点简称、景点排序、景点电话、景点属性、省份、城市、区/县、详细地址、附加属性、开放时间、景点等级、景点简介、地图、景区介绍、添加图片
3.更改区/县","1.弹出添加景点信息页面
2.更改区/县信息成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--选择项字典核对,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.选择景点排序、景区属性、省份、城市、区/县、附加属性、景点等级
3.进入系统中心字典，对比字典内容","1.弹出添加景点信息页面
2.添加页面内字典与系统中心字典内容一致",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--填写所有信息--返回,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.输入/选择景点名称、景点简称、景点排序、景点电话、景点属性、省份、城市、区/县、详细地址、附加属性、开放时间、景点等级、景点简介、地图、景区介绍、添加图片
3.点击返回","1.弹出添加景点信息页面
2.返回到景点列表，景点未添加",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--添加图片,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.点击添加图片、其余填写正确","1.弹出添加景点信息页面
2.弹出添加图片页面（功能与图片库管理一致）",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),添加景点--图片管理,"1.已登录系统级账号
2.已进入景点管理页","1.点击添加按钮
2.填写基本信息，点击图片管理","1.弹出添加景点信息页面
2.跳转到图片管理页面",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--更改所有信息,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.重新输入/选择景点名称、景点简称、景点排序、景点电话、景点属性、省份、城市、区/县、详细地址、附加属性、开放时间、景点等级、景点简介、地图、景区介绍、图片
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功，列表内显示修改后景点信息",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景点名称为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置景点名称为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点失败，提示用户景点名称为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景区属性为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置景区属性为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点失败，提示用户景区属性为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置省份为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置省份为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点失败，提示用户省份为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置市为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置市为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点失败，提示用户市为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置区/县为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置区/县为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点失败，提示区/县为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景点等级为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置等级为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点失败，提示景点等级为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景点简称为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置景点简称为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景点排序为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置景点排序为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景点电话为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置景点排序为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置详细地址为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置详细地址为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置附加属性为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置附加属性为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置开放时间为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置开放时间为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--设置景点简介为空,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.设置景点简介为空，其余不变
3.点击保存","1.弹出编辑景点信息页面
2.保存景点成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--修改所有信息--返回,"1.已登录系统级账号
2.已进入景点管理页
3.页面内有景点信息","1.点击记录右侧编辑
2.重新输入/选择景点名称、景点简称、景点排序、景点电话、景点属性、省份、城市、区/县、详细地址、附加属性、开放时间、景点等级、景点简介、地图、景区介绍、添加图片
3.点击关闭","1.弹出编辑景点信息页面
2.关闭编辑页面成功，跳转到景点列表",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--景点名称等于20字,"1.已登录系统级账号
2.已进入景点管理页","1.点击编辑按钮
2.修改景点名称为20字，其余填写正确，点击保存","1.弹出编辑景点信息页面
2.20位景点名称保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--景点简称等于10字,"1.已登录系统级账号
2.已进入景点管理页","1.点击编辑按钮
2.修改景点简称为10字，其余填写正确，点击保存","1.弹出编辑景点信息页面
2.10位景点简称保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--景点名称超20字,"1.已登录系统级账号
2.已进入景点管理页","1.点击编辑按钮
2.修改景点名称超出20字，其余填写正确，点击保存","1.弹出编辑景点信息页面
2.自动截取前20位景点名称，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--景点简称超10字,"1.已登录系统级账号
2.已进入景点管理页","1.点击编辑按钮
2.修改景点简称超出10字，其余填写正确，点击保存","1.弹出编辑景点信息页面
2.自动截取前10位景点简称，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--详细地址超长,"1.已登录系统级账号
2.已进入景点管理页","1.点击编辑按钮
2.修改详细地址超出最大字数，其余填写正确，点击保存","1.弹出添加景点信息页面
2.保存景点失败，提示用户详细地址最大长度",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】景点管理-基本信息：景点基本信息的添加/编辑功能(#623),编辑景点--景点简介超600字,"1.已登录系统级账号
2.已进入景点管理页","1.点击编辑按钮
2.修改景点简介超出600字，其余填写正确，点击保存","1.弹出添加景点信息页面
2.自动截取前600位景点简介，保存成功",3,功能测试,功能测试阶段
