用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--向右翻页>,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.点击列表底部向右翻页>,1.列表向右翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--向左翻页<,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.点击列表底部向左翻页<,1.列表向左翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--向右翻页》,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.点击列表底部向右翻页》,1.列表向右翻到最大页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--向左翻页《,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.点击列表底部向左翻页《,1.列表向左翻到第一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--指定翻页（小于最大页）,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.页数内输入小于最大页数整数,1.直接跳转到指定页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--指定翻页（等于最大页）,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.页数内输入最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--指定翻页（大于最大页）,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.页数内输入大于最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),列表底部--指定翻页（非数字）,"1.已登录系统级账号
2.列表内有已添加出发地信息",1.页数内输入大写数字,1.不可输入,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--保存，名称未重复,"1.已登录系统级账号
2.已点开添加弹窗","1.输入未重复出发地点名称、选择类型、省市区
2.点击保存","1.提示保存成功
2.新增出发地已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--关闭,"1.已登录系统级账号
2.已点开添加弹窗","1.输入未重复出发地点名称、选择类型、省市区
2.点击保存","1.弹出框直接关闭
2.出发地列表没有变化",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--点击右上角“X”,"1.已登录系统级账号
2.已点开添加弹窗","1.输入未重复出发地点名称、选择类型、省市区
2.点击右顶部""X""","1.弹出框直接关闭
2.出发地列表没有变化",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--保存，出发地名称重复,"1.已登录系统级账号
2.已点开添加弹窗","1.输入已存在站点名称、选择交通方式、三字节码、省市区
2.点击保存","1.提示站点名称已重复
2.点击弹窗确定按钮后页面停留在添加弹出框页面",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--出发地点等于20个字,"1.已登录系统级账号
2.输入已存在出发地名称保存并确定提示信息","1.输入出发地点名称为20个字
2.点击保存","1.自动截取前20字
2.保存出发地成功，新增出发地已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--出发地点超出20个字,"1.已登录系统级账号
2.输入已存在出发地名称保存并确定提示信息","1.输入出发地点名称超出20个字
2.点击保存","1.自动截取前20字
2.保存出发地成功，新增出发地已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--出发地点名称未输入、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未输入出发地名称、其余填写正确
2.点击保存",1.保存失败，提示出发地名称为必填项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--类型未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择类型、其余填写正确
2.点击保存",1.保存失败，提示类型为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--省未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择省、其余填写正确
2.点击保存",1.保存失败，提示省为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--市未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择市、其余填写正确
2.点击保存",1.保存失败，提示市为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--区/县未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择区/县、其余填写正确
2.点击保存",1.保存失败，提示区/县为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),添加功能--必填项未输入、保存--完善后保存,"1.已登录系统级账号
2.已点开添加弹窗
","1.未输入、未选择保存
2.点击确认后输入未存在必填出发地名称、选择类型、省市区保存","1.提示必填项，保存失败
2.提示保存成功，新增出发地已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--修改所有内容保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改出发地点、类型、省市区/县
3.点击保存
4.再次编辑","1.弹出编辑页面，展示添加时信息
2.保存成功，列表显示已修改出发地名称
3.编辑页面显示已修改内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--仅修改出发地名称后保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改出发地名称
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表显示已修改出发地名称
3.出发地名称显示为修改后名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--仅修改出发地名称等于20字,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改出发地名称，等于20字
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.自动截取前20字，保存成功，列表显示已修改出发地名称
3.出发地名称显示为修改后名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--仅修改出发地名称超20字,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改出发地名称，超出20字
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.自动截取前20字，保存成功，列表显示已修改出发地名称
3.出发地名称显示为修改后名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--仅修改类型后保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改类型
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示出发地名称
3.交通方式显示为修改后方式",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--修改省市区后保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改省市区
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示出发地名称
3.省市区显示为修改后信息",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--修改市区后保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改市区
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示出发地名称
3.市区显示为修改后信息",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--修改区/县后保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.修改区/县
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示出发地名称
3.区/县显示为修改后信息",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--未修改直接保存,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.点击保存
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示出发地名称
3.信息与编辑前一致",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--关闭,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.点击关闭
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.关闭弹框成功
3.出发地信息未变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),编辑--点击弹出框右侧顶部“X”,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“编辑”按钮
2.点击右侧顶部“X”
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.关闭弹框成功
3.出发地信息未变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),删除--确认,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“删除”按钮
2.点击弹出框“是”按钮","1.弹出删除确认框
2.删除记录成功，列表不再显示该记录",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】出发地管理：出发地的添加/编辑/删除功能(#617),删除--取消,"1.已登录系统级账号
2.已有出发地记录","1.点击出发地列表右侧“删除”按钮
2.点击弹出框“否”按钮","1.弹出删除确认框
2.删除记录失败，列表仍显示该记录",3,功能测试,功能测试阶段
