用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--保存，名称等于20字,"1.已登录系统级账号
2.已点开添加弹窗","1.输入20字的站点名称
2.点击保存","1.自动获取前20个字
2.保存成功，新增站点已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--保存，名称超出20字,"1.已登录系统级账号
2.已点开添加弹窗","1.输入超过20字的站点名称
2.点击保存","1.自动截取前20个字
2.保存成功，新增站点已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--站点名称未输入、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未输入站点名称、其余填写正确
2.点击保存",1.保存失败，提示站点名称为必填项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--交通类型未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择交通方式、其余填写正确
2.点击保存",1.保存失败，提示交通类型为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--省未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择省、其余填写正确
2.点击保存",1.保存失败，提示省为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--市未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择市、其余填写正确
2.点击保存",1.保存失败，提示市为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--区/县未选择、保存,"1.已登录系统级账号
2.已点开添加弹窗","1.未选择区/县、其余填写正确
2.点击保存",1.保存失败，提示区/县为必选项,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),添加功能--必填项未输入、保存--完善后提交,"1.已登录系统级账号
2.已点开添加弹窗
3.未输入、未选择保存",1.点击确认后输入未存在必填站点名称、三字节码，选择交通方式、省市区提交,"1.提示保存成功
2.新增站点已在列表中展示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--修改所有内容提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改站点名称、三字编码、交通方式、省市区/县
3.点击保存
4.再次编辑","1.弹出编辑页面，展示添加时信息
2.保存成功，列表显示已修改站点名称
3.编辑页面显示已修改内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--仅修改始发站名称后提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改站点名称
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表显示已修改站点名称
3.始发站名称显示为修改后名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--仅修改始发站名称为20,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改站点名称为20字
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表显示已修改站点名称
3.始发站名称显示为修改后名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--仅修改始发站名称超20,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改站点名称，超出20字
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.自动截取前20字，保存成功，列表显示已修改站点名称
3.始发站名称显示为修改后名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--仅修改交通方式后提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改交通方式
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示站点名称
3.交通方式显示为修改后方式",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--仅修改三字编码后提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改三字编码
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示站点名称
3.三字编码显示为修改后编码",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--修改省市区后提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改省市区
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示站点名称
3.省市区显示为修改后编码",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--修改市区后提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改市区
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示站点名称
3.市区显示为修改后编码",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--修改区/县后提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.修改区/县
3.点击保存
4.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示站点名称
3.区/县显示为修改后编码",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--未修改直接提交,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.点击保存
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.保存成功，列表仍显示站点名称
3.信息与编辑前一致",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--关闭,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.点击关闭
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.关闭成功
3.始发站信息未变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),编辑--点击弹出框右侧顶部“X”,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“编辑”按钮
2.点击右侧顶部“X”
3.再次编辑查看","1.弹出编辑页面，展示添加时信息
2.关闭弹框成功
3.始发站信息未变",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),删除--确认,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“删除”按钮
2.点击弹出框“是”按钮","1.弹出删除确认框
2.删除记录成功，列表不再显示该记录",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),删除--取消,"1.已登录系统级账号
2.已有始发站记录","1.点击始发站信息列表右侧“删除”按钮
2.点击弹出框“否”按钮","1.弹出删除确认框
2.删除记录失败，列表仍显示该记录",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),地图--搜索,"1.已登录系统级账号
2.已打开始发站记录地图页面","1.查看地图信息
2.输入地名，点击搜索
3.选择地址保存
4.再次点击地图查看","1.默认展示选择区域的地图位置，鼠标滚轮上下滚动，地图放大缩小（大小会随之改变）
2.索出相应的地点，多个匹配的地点则下拉选择
3.提示保存成功
4.地图信息已经更新",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),地图--经纬度定位,"1.已登录系统级账号
2.已打开始发站记录地图页面","1.输入经度、纬度
2.点击保存
3.再次点击地图","1.自动定位到经纬度所在地
2.提示保存成功
3.地图信息已经更新",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),跳转计调中心,"1.已登录系统级账号
2.已打开始发站记录地图页面",1.点击顶部计调中心,1.成功跳转到计调中心页面,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),资源中心(#188),【资源中心】始发站管理：始发站的添加/编辑/删除功能(#619),跳转系统中心,"1.已登录系统级账号
2.已打开始发站记录地图页面",1.点击顶部系统中心,1.成功跳转到系统中心页面,3,功能测试,功能测试阶段
