用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--密码为纯字母,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入旧密码、新密码（纯数字），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.弹出二次确认，点击确定后提示修改成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--密码为数字+字母,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入旧密码、新密码（数字+字母），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.弹出二次确认，点击确定后提示修改成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--原密码为空,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.原密码未输入、新密码（两次相同），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，提示原密码错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--原密码错误（内容错误）,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.原密码输入错误、新密码（两次相同），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，提示原密码错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码不一致,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码（两次不一致），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，新密码不一致",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码一致（小于6位）,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码（小于6位），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，新密码长度错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码一致（大于20位）,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码（大于20位），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，新密码长度错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码一致（等于6位）,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码（等于6位），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，新密码长度错误",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码一致（等于20位）,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码（等于20位），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.弹出二次确认，点击确定后提示修改成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码一致（6-20之间）,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码（6-20位之间），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.弹出二次确认，点击确定后提示修改成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码为空,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入原密码、新密码为空，保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，提示用户新密码不能为空",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--新密码包含非数字、字母,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入旧密码、新密码（含有非数字、字母），保存密码","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.修改失败，提示用户新密码只能为数字和字母",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--点击取消,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入旧密码、新密码（纯数字），保存密码
3.点击取消","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.弹出二次确认，取消后密码未修改，页面仍然显示已输入内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),修改密码--点击关闭“X”,"1.已登录系统级账号
2.已进入个人信息页面","1.点击修改密码tab页面
2.输入旧密码、新密码（纯数字），保存密码
3.点击关闭“X”","1.显示修改密码页面（登录名、真实姓名有值，旧密码、新密码为空）
2.弹出二次确认，关闭确认框后密码未修改，页面仍然显示已输入内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】个人信息：个人信息的查看及修改功能(#594),产品推荐页面顶部模块跳转,"1.已登录系统级账号
2.已进入个人信息页面",1.点击顶部模块--计调中心、资源中心、系统中心、销售中心、财务中心,1.左侧显示相应模块菜单，标签页面不变,3,功能测试,功能测试阶段
