用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--排序为空,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.排序为空，其余补全，提交","1.弹出添加品牌页面
2.保存品牌成功，品牌列表内显示最新品牌，单位为修改后单位",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--logo为空,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.logo未上传，其余补全，提交","1.弹出添加品牌页面
2.保存品牌失败，提示logo为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--品牌名称小于10个字,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.品牌名称输入小于10个字的内容，.点击提交","1.弹出添加品牌页面
2.新建品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--品牌名称等于10个字,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.品牌名称输入10个字的内容，点击提交","1.弹出添加品牌页面
2.新建品牌成功,品牌名称字数为10个",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--品牌名称超出10个字,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.品牌名称输入超过10个字的内容
3.点击提交","1.弹出添加品牌页面
2.自动截取前10位内容
3.新建品牌成功,品牌名称字数为10个",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--排序输入非数字,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.排序输入非数字
3.点击提交","1.弹出添加品牌页面
2.自动置空
3.新建品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--logo小于5M,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.上传logo选择小于5M的图片","1.弹出添加品牌页面
2.上传logo成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--logo等于5M,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.上传logo选择等于5M的图片","1.弹出添加品牌页面
2.上传logo成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--logo超出5M,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.上传logo选择超出5M的图片","1.弹出添加品牌页面
2.提示用户logo最大为5M",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--logo尺寸非(134*69),"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.上传logo选择尺寸非(134*69)图片","1.弹出添加品牌页面
2.保存品牌成功，品牌列表内显示最新品牌",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--logo尺寸非(134*69),"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.上传logo选择尺寸非(134*69)图片，提交","1.弹出添加品牌页面
2.保存品牌成功，品牌列表内显示最新品牌",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“添加”--“是否显示”选择不显示,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.“是否显示”选择不显示，其余填写正确，提交","1.弹出添加品牌页面
2.保存品牌成功，品牌列表内显示最新品牌",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--品牌名称为空,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.品牌名称为空，其余不改，提交","1.弹出编辑品牌页面
2.保存品牌失败，提示品牌名称为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--排序为空,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.排序为空，其余不改，提交","1.弹出添加品牌页面
2.保存品牌成功，品牌列表内显示最新品牌",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--logo为空,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.logo未上传，其余不改，提交","1.弹出编辑品牌页面
2.保存品牌失败，提示logo为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--品牌名称小于10个字,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.品牌名称输入小于10字的内容，其余不改，提交","1.弹出编辑品牌页面
2.保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--品牌名称等于10个字,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.品牌名称输入等于10字的内容，其余不改，提交","1.弹出编辑品牌页面
2.保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--品牌名称超出10个字,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.品牌名称输入超过10字的内容，其余不改，提交","1.弹出编辑品牌页面
2.自动截取前10位内容，保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--排序输入非数字,"1.已登录系统级账号
2.已进入品牌管理页面","1.直接点击“添加”按钮
2.排序输入非数字
3.点击提交","1.弹出添加品牌页面
2.自动置空
3.保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--logo大小小于5M,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.上传logo选择超出5M的图片","1.弹出编辑品牌页面
2.提示用户logo最大为5M",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--logo大小等于5M,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.上传logo选择超出5M的图片","1.弹出编辑品牌页面
2.提示用户logo最大为5M",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--logo大小超出5M,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.上传logo选择超出5M的图片","1.弹出编辑品牌页面
2.提示用户logo最大为5M",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--logo尺寸非(134*69),"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.上传logo选择尺寸非(134*69)图片","1.弹出编辑品牌页面
2.保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--logo尺寸非(134*69),"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.上传logo选择尺寸非(134*69)图片，提交","1.弹出编辑品牌页面
2.保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),“编辑”--“是否显示”更改,"1.已登录系统级账号
2.已进入品牌管理页面
3.页面内有品牌记录","1.直接点击“编辑”按钮
2.“是否显示”更改，其余不变，提交","1.弹出编辑品牌页面
2.保存品牌成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】品牌管理：品牌的添加/编辑/删除功能(#612),线路管理模块校验品牌,"1.已登录系统级账号
2.单位已设置品牌","1.登陆对应单位后台
2.线路管理页面下拉产品品牌","1.登陆对应单位后台成功
2.品牌列表为该单位已设置品牌",3,功能测试,功能测试阶段
