用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),添加--名称等于50字,"1.已登录系统级账号
2.已进入字典管理页面","1.点击顶部右侧添加按钮
2.输入分组名称50字，保存","1.弹出添加字典分组页面
2.添加分组成功，列表内显示新添加分组",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),添加--名称超出50字,"1.已登录系统级账号
2.已进入字典管理页面","1.点击顶部右侧添加按钮
2.输入分组名称超出50字，保存","1.弹出添加字典分组页面
2.页面自动截取前50字，添加分组成功，列表内显示新添加分组",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),添加--级别修改为“非系统级”,"1.已登录系统级账号
2.已进入字典管理页面","1.点击顶部右侧添加按钮
2.级别更改为“非系统级”保存
3.登陆后台，检查分组是否可管理","1.弹出添加字典分组页面
2.添加分组成功，列表内显示新添加分组
3.用户能够自行管理",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),添加--排序设置为11,"1.已登录系统级账号
2.已进入字典管理页面","1.点击顶部右侧添加按钮
2.排序更改为11，保存","1.弹出添加字典分组页面
2.添加分组成功，列表内显示新添加分组，根据排序显示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),添加--排序设置为非数字,"1.已登录系统级账号
2.已进入字典管理页面","1.点击顶部右侧添加按钮
2.排序更改为非数字，保存","1.弹出添加字典分组页面
2.输入非数字后输入框自动修改为0，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),添加--关闭“X”,"1.已登录系统级账号
2.已进入字典管理页面","1.点击顶部右侧添加按钮
2.点击弹出框右侧""X""","1.弹出添加字典分组页面
2.关闭弹框成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击列表内字典组
2.点击右侧编辑
3.更改分组名称、级别、排序，保存","1.选中字典组底色加深
2.弹出编辑栏，内容为添加时信息
3.修改成功，列表显示已修改名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--名称为空,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击右侧编辑按钮
2.修改分组名称为空，点击保存","1.弹出编辑字典分组页面
2.保存分组失败，提示用户名称为必填项",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--名称等于50字,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击右侧编辑按钮
2.输入分组名称等于50字，保存","1.弹出编辑字典分组页面
2.编辑分组成功，列表内显示新编辑分组名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--名称超出50字,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击右侧编辑按钮
2.输入分组名称超出50字，保存","1.弹出编辑字典分组页面
2.页面自动截取前50字，编辑分组成功，列表内显示新编辑分组名称",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--级别修改为“非系统级”,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组，级别为“系统级”","1.点击右侧编辑按钮
2.级别更改为“非系统级”保存
3.登陆后台，检查分组是否可管理","1.弹出编辑字典分组页面
2.编辑分组成功
3.用户能够自行管理",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--级别修改为“系统级”,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组，级别为“非系统级”","1.点击右侧编辑按钮
2.级别更改为“系统级”保存
3.登陆后台，检查分组是否可管理","1.弹出编辑字典分组页面
2.编辑分组成功
3.用户无法自行管理",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--排序设置为0,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组，排序为11","1.点击右侧编辑按钮
2.未输入分组名称，排序更改为0，保存","1.弹出编辑字典分组页面
2.编辑分组成功，根据排序显示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--排序设置为11,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组，排序为0","1.点击右侧编辑按钮
2.未输入分组名称，排序更改为11，保存","1.弹出编辑字典分组页面
2.编辑分组成功，根据排序显示",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--排序设置为非数字,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击右侧编辑按钮
2.未输入分组名称，排序更改为非数字，保存","1.弹出编辑字典分组页面
2.输入非数字后输入框自动修改为0，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),编辑--关闭“X”,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击右侧编辑按钮
2.点击弹出框右侧""X""","1.弹出编辑字典分组页面
2.关闭弹框成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击列表内字典组
2.点击右侧关键字管理","1.选中字典组底色加深
2.弹出字典库管理页面（参照UI）",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--添加名词（等于50字）,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击添加
3.输入50字名称，上级名称、排序默认，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.保存成功，名词已添加到字典组",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--添加名词（超出50字）,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击添加
3.输入超50字名称，上级名称、排序默认，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.自动截取前50字，保存成功，名词已添加到字典组",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--添加名词--更改默认值,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击添加
3.输入名称，更改上级名称、排序，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.保存成功，名词已添加到字典组",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--添加名词--名词为空,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧添加
3.未输入名词，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.保存失败，提示名词必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--添加名词--上级名称为空,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧添加
3.输入名词、上级名称置空，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.保存失败，提示上级名称必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--编辑名词--更改名词、上次名词、排序,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧编辑
3.更改名词、上次名词、排序，保存","1.弹出字典库管理页面（参照UI）
2.弹出编辑名词弹框（参照UI）
3.保存成功，名词、上次名词、排序更新成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--编辑名词--名词为空,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧编辑
3.清空名词，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.保存失败，提示名词必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--编辑名词--上级名词为空,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧编辑
3.清空上级名词，保存","1.弹出字典库管理页面（参照UI）
2.弹出添加名词弹框（参照UI）
3.保存失败，提示上级名词词必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--删除名词,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧删除","1.弹出字典库管理页面（参照UI）
2.弹出删除成功提示页面",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--编辑名词--关闭,"1.已登录系统级账号
2.已进入字典管理页面
3.已有系统字典组","1.点击字典组右侧关键字管理
2.点击关键词右侧编辑
3.更改名词、上次名词、排序，关闭","1.弹出字典库管理页面（参照UI）
2.弹出编辑名词弹框（参照UI）
3.保存失败，名词、上次名词、排序未更新",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】字典管理：字典的分组及名词添加/编辑/删除功能(#593),关键字管理--名次--扩展,,,,,,
