用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),日志--关闭,"1.已登录系统级账号
2.已进入资讯管理页面","1.选中一条资讯
2.点击顶部右侧“日志”按钮
3.点击右顶“关闭”按钮","1.选中资讯底色加深
2.弹出系统日志查看页面，参照UI
3.日志弹出框消失",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--类型为公告,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题、关键词、内容，类型选择“广告”保存","1.弹出添加公告页面（参照UI）
2.保存成功，弹窗提示
3.列表显示最新添加资讯",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--类型为资讯,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题、关键词、内容，类型选择“资讯”保存","1.弹出添加公告页面（参照UI）
2.保存成功，弹窗提示
3.列表显示最新添加资讯",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--状态选择“隐藏”,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题、关键词、内容，更改状态为“隐藏”保存","1.弹出添加公告页面（参照UI）
2.保存成功，弹窗提示
3.列表显示最新添加资讯，状态为“隐藏”",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--推荐状态更该为“否”,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题、关键词、内容，更改推荐状态为“否”保存","1.弹出添加公告页面（参照UI）
2.保存成功，弹窗提示
3.列表显示最新添加资讯，推荐状态为“否”",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--未填写文章标题,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.未填写文章标题、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存失败，提示文章标题必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--文章标题等于50字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题等于50字、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存成功，文章标题为50字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--文章标题超出50字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题超出50字、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存成功，文章标题自动截取前50字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--未填写关键词,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.未填写关键词、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存失败，提示关键词必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--关键词为100字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.选择关键词为100字、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存成功，关键词共有100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--关键词超出100字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.选择关键词超出100字、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存成功，关键词自动截取前100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--未填写内容,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.未填写内容、其余填写完整，保存","1.弹出添加公告页面（参照UI）
2.保存失败，提示内容必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),公告内容模块编辑,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写内容模块功能添加","1.弹出添加公告页面（参照UI）
2.内容模块编辑成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--预览,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题、关键词、内容，点击预览","1.弹出添加公告页面（参照UI）
2.弹出查看公告页面",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),添加资讯--关闭,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.填写文章标题、关键词、内容，点击右上叫“X”","1.弹出添加公告页面（参照UI）
2.关闭弹出框成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),资讯管理--查看--关闭,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击公告列表右侧“查看”
2.点击关闭","1.弹出公告弹框
2.关闭预览成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),资讯管理--查看--“X”关闭,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击公告列表右侧“查看”
2.点击右顶“X”","1.弹出公告弹框
2.关闭预览成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),资讯管理--删除,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击公告列表右侧“删除”
2.点击“是”","1.弹出删除二次确认框
2.提示删除成功，列表中没有该资讯",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),资讯管理--取消删除,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击公告列表右侧“删除”
2.点击“否”","1.弹出删除二次确认框
2.关闭弹框成功，列表中仍有该资讯",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),资讯管理--删除--“X”,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击公告列表右侧“删除”
2.点击弹框右顶“X”","1.弹出删除二次确认框
2.关闭弹框成功，列表中仍有该资讯",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑（公告/资讯）--保存,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击列表右侧“编辑”
2.更改文章标题、状态、类型、关键词、内容后保存","1.弹出编辑公告页面，显示添加时信息
2.提示保存成功，列表内显示修改后内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑（公告/资讯）--预览,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击列表右侧“编辑”
2.更改文章标题、状态、类型、关键词、内容后预览","1.弹出编辑公告页面，显示添加时信息
2.显示最新修改公告内容",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--置空文章标题,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.置空文章标题、其余不变，保存","1.弹出编辑公告页面，显示添加时信息
2.保存失败，提示文章标题必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--置空关键词,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.置空关键词、其余不变，保存","1.弹出编辑公告页面，显示添加时信息
2.保存失败，提示关键词必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--置空内容,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“添加”按钮
2.置空内容、其余不变，保存","1.弹出编辑公告页面，显示添加时信息
2.保存失败，提示内容必填",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑（公告/资讯）--关闭,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击列表右侧“编辑”
2.点击右侧顶部“X”","1.弹出编辑公告页面，显示添加时信息
2.关闭编辑框成功，列表仍显示原有信息",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--文章标题等于50字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“编辑”按钮
2.填写文章标题等于50字、其余填写完整，保存","1.弹出编辑公告页面（参照UI）
2.保存成功，文章标题为50字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--文章标题超出50字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“编辑”按钮
2.填写文章标题超出50字、其余填写完整，保存","1.弹出编辑公告页面（参照UI）
2.保存成功，文章标题自动截取前50字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--关键词为100字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“编辑”按钮
2.选择关键词为100字、其余填写完整，保存","1.弹出编辑公告页面（参照UI）
2.保存成功，关键词共有100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),编辑资讯--关键词超出100字,"1.已登录系统级账号
2.已进入资讯管理页面","1.点击页面顶部右侧“编辑”按钮
2.选择关键词超出100字、其余填写完整，保存","1.弹出编辑公告页面（参照UI）
2.保存成功，关键词自动截取前100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),产品推荐页面顶部模块跳转,"1.已登录系统级账号
2.已进入资讯管理页面",1.点击顶部模块--计调中心、资源中心、系统中心、销售中心、财务中心,1.左侧显示相应模块菜单，标签页面不变,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--向右翻页>,"1.已登录系统级账号
2.列表内有多页资讯记录",1.点击列表底部向右翻页>,1.列表向右翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--向左翻页<,"1.已登录系统级账号
2.列表内有多页资讯记录",1.点击列表底部向左翻页<,1.列表向左翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--向右翻页》,"1.已登录系统级账号
2.列表内有多页资讯记录",1.点击列表底部向右翻页》,1.列表向右翻到最大页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--向左翻页《,"1.已登录系统级账号
2.列表内有多页资讯记录",1.点击列表底部向左翻页《,1.列表向左翻到第一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--指定翻页（小于最大页）,"1.已登录系统级账号
2.列表内有多页资讯记录",1.页数内输入小于最大页数整数,1.直接跳转到指定页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--指定翻页（等于最大页）,"1.已登录系统级账号
2.列表内有多页资讯记录",1.页数内输入最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--指定翻页（大于最大页）,"1.已登录系统级账号
2.列表内有多页资讯记录",1.页数内输入大于最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】资讯管理：资讯及公告的新建/编辑/删除/查看功能(#586),列表底部--指定翻页（非数字）,"1.已登录系统级账号
2.列表内有多页资讯记录",1.页数内输入大写数字,1.不可输入,3,功能测试,功能测试阶段
