用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--广告名称等于100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.广告名称超100字，其余填写完整，保存","1.弹出添加品广告页面
2.列表内显示该条广告，名称为100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--广告名称超100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.广告名称超100字，其余填写完整，保存","1.弹出添加品广告页面
2.广告名称栏自动截取最大前100字，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--长链接地址,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.输入长链接地址，其余填写完整，保存","1.弹出添加品广告页面
2.保存广告成功，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--其他内容小于100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.其他内容输入小于100字，其余填写完整，保存","1.弹出添加品广告页面
2.列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--其他内容等于100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.其他内容输入等于100字，其余填写完整，保存","1.弹出添加品广告页面
2.列表内显示该条广告，广告内容为100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--其他内容超100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.其他内容输入超100字，其余填写完整，保存","1.弹出添加品广告页面
2.其他内容栏自动截取前100字，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--上传文件超出等于10M,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.选择10M图片上传，其余填写完整，保存","1.弹出添加品广告页面
2.保存文件成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--上传文件超出最大10M,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.选择大于10M图片上传，其余填写完整，保存","1.弹出添加品广告页面
2.提示用户支持最大图片为10M",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--广告说明超长,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.其他内容超长，其余填写完整，保存","1.弹出添加品广告页面
2.广告说明栏自动截取最大长度内容，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--打开类型为“本窗口”,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.打开类型选择“本窗口”，保存","1.弹出添加品广告页面
2.列表内显示该条广告，前端打开后在原窗口跳转",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--打开类型为“新窗口”,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.打开类型选择“新窗口”，保存","1.弹出添加品广告页面
2.列表内显示该条广告，前端打开后在新窗口跳转",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--是否显示为“显示”,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.是否显示选择“显示”，保存","1.弹出添加品广告页面
2.列表内显示该条广告，前端展示该广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--是否显示为“隐藏”,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.打开类型选择“隐藏”，保存","1.弹出添加品广告页面
2.列表内显示该条广告，前端不展示该广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--排序位置为0,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.排序位置为输入0，保存","1.弹出添加品广告页面
2.保存广告成功，列表内显示该条广告，排序为0",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--排序位置非0,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.排序位置为输入11，保存","1.弹出添加品广告页面
2.保存广告成功，列表内显示该条广告，排序为11",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--排序位置非数字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.排序位置为输入非数字（字母、汉字），保存","1.弹出添加品广告页面
2.保存广告成功，列表内显示该条广告，排序为0",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--关闭,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.点击“关闭”","1.弹出添加品广告页面
2.弹窗关闭",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“添加”--关闭“X”,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“添加”按钮
2.点击右上角“X”","1.弹出添加品广告页面
2.弹窗关闭",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--广告信息全部修改（有值）,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.更改广告位置、有效日期、投放范围、广告名称、链接地址、其他内容、文件、广告说明、打开类型、是否显示、排序位置，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--广告位置、有效日期、文件、打开类型、是否显示有值，其余置空,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.广告位置、有效日期、文件、打开类型、是否显示有值，其余内容置空，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示最新信息",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--有效开始时间<结束时间,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.选择广告位置，开始时间小于结束时间，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--有效开始时间>结束时间,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.选择广告位置，开始时间大于结束时间，保存","1.弹出编辑品广告页面
2.保存广告失败，提示用户“开始时间不能大于结束时间”",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--投放范围全选,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.投放范围全选，其余填写完整，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--广告名称小于100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.广告名称小于100字，其余填写完整，保存","1.弹出编辑品广告页面
2.列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--广告名称等于100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.广告名称等于100字，其余填写完整，保存","1.弹出编辑品广告页面
2.列表内显示该条广告，广告名称字数为100字",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--广告名称超100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.广告名称输入超100字，其余填写完整，保存","1.弹出编辑品广告页面
2.广告名称栏自动截取前100字，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--长链接地址,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.输入长链接地址，其余填写完整，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--其他内容超100字,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.其他内容输入超100字，其余填写完整，保存","1.弹出编辑品广告页面
2.其他内容栏自动截取前100字，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--上传文件超出等于10M,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.选择10M图片上传，其余填写完整，保存","1.弹出编辑品广告页面
2.保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--上传文件超出最大10M,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.选择大于10M图片上传，其余填写完整，保存","1.弹出编辑品广告页面
2.提示用户支持最大图片为10M",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--广告说明超长,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.其他内容超长，其余填写完整，保存","1.弹出编辑品广告页面
2.广告说明栏自动截取最大长度内容，列表内显示该条广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--打开类型修改为“本窗口”,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录打开类型为“新窗口”","1.直接点击“编辑”按钮
2.打开类型更改为“本窗口”，保存","1.弹出编辑品广告页面
2.列表内显示该条广告，前端打开后在原窗口跳转",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--打开类型修改为“新窗口”,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录打开类型为“本窗口”","1.直接点击“编辑”按钮
2.打开类型更改为“新窗口”，保存","1.弹出编辑品广告页面
2.列表内显示该条广告，前端打开后在新窗口跳转",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--是否显示修改为“显示”,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录是否显示为“显示”","1.直接点击“编辑”按钮
2.打开类型选择“隐藏”，保存","1.弹出编辑品广告页面
2.列表内显示该条广告，前端展示该广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--是否显示修改为“隐藏”,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录是否显示为“隐藏”","1.直接点击“编辑”按钮
2.是否显示选择“显示”，保存","1.弹出编辑品广告页面
2.列表内显示该条广告，前端不展示该广告",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--排序位置更改为0,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录排序为11","1.直接点击“编辑”按钮
2.排序位置更改为0，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告，排序为0",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--排序位置更改为11,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录排序为0","1.直接点击“编辑”按钮
2.排序位置更改为11，保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告，排序为11",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--排序位置更改为非数字,"1.已登录系统级账号
2.已进入广告管理页面
3.已有记录排序为11","1.直接点击“编辑”按钮
2.排序位置为输入非数字（字母、汉字），保存","1.弹出编辑品广告页面
2.保存广告成功，列表内显示该条广告，排序为0",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--关闭,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.点击“关闭”","1.弹出编辑品广告页面
2.弹窗关闭",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),“编辑”--关闭“X”,"1.已登录系统级账号
2.已进入广告管理页面","1.直接点击“编辑”按钮
2.点击右上角“X”","1.弹出编辑品广告页面
2.弹窗关闭",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),删除--是,"1.已登录系统级账号
2.已进入广告管理页面
3.列表中有广告信息","1.点击列表右侧“删除”按钮
2.二次确认点击“是”","1.弹出删除确认框（内容参照UI）
2.删除广告成功，列表内无该单位",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】广告管理：广告的添加/编辑/删除功能(#598),删除--否,"1.已登录系统级账号
2.已进入广告管理页面
3.列表中有广告信息","1.点击列表右侧“删除”按钮
2.二次确认点击“否”","1.弹出删除确认框（内容参照UI）
2.删除单位信息失败，列表仍有该单位",3,功能测试,功能测试阶段
