用例编号,所属产品,所属模块,相关需求,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--未输入备注说明,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.未输入备注说明，其余填写完整。点击保存","1.弹出编辑角色页面
2.保存角色成功，角色显示在列表内",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--未勾选权限点,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.未勾选权限点，其余填写完整。点击保存","1.弹出编辑角色页面
2.保存角色成功，角色显示在列表内",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--返回,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.点击右上角“返回”按钮","1.弹出编辑角色页面
2.返回角色列表页",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--备注为300字,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.备注说明内输入300字，其余填写完整。点击保存","1.弹出编辑角色页面
2.保存角色成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--备注超出300字,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.备注说明内输入超出300字，其余填写完整。点击保存","1.弹出编辑角色页面
2.自动截取前300字，保存角色成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--全选权限点,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.点击“全选”按钮，其余填写完整，保存","1.弹出编辑角色页面
2.选中所有权限点，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--全消权限点,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.点击“全选”按钮
3.再次点击“全消”，其余填写完整，保存","1.弹出编辑角色页面
2.选中所有权限点
3.所有权限点未选中，保存成功",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--展开,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.点击“展开”","1.弹出编辑角色页面
2.展开所有权限点",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),编辑角色--收起,"1.已登录系统级账号
2.已进入权限管理页面","1.点击日志右侧“编辑”按钮
2.点击“收起”","1.弹出编辑角色页面
2.收起所有权限点",3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--向右翻页>,"1.已登录系统级账号
2.列表内有多页记录",1.点击列表底部向右翻页>,1.列表向右翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--向左翻页<,"1.已登录系统级账号
2.列表内有多页记录",1.点击列表底部向左翻页<,1.列表向左翻一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--向右翻页》,"1.已登录系统级账号
2.列表内有多页记录",1.点击列表底部向右翻页》,1.列表向右翻到最大页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--向左翻页《,"1.已登录系统级账号
2.列表内有多页记录",1.点击列表底部向左翻页《,1.列表向左翻到第一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--指定翻页（小于最大页）,"1.已登录系统级账号
2.列表内有多页记录",1.页数内输入小于最大页数整数,1.直接跳转到指定页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--指定翻页（等于最大页）,"1.已登录系统级账号
2.列表内有多页记录",1.页数内输入最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--指定翻页（大于最大页）,"1.已登录系统级账号
2.列表内有多页记录",1.页数内输入大于最大页数整数,1.直接跳转到最后一页,3,功能测试,功能测试阶段
1,【Java系】金豆云线路管理平台(#9),系统中心(#186),【系统中心】权限管理：角色的新建及赋权功能(#585),列表底部--指定翻页（非数字）,"1.已登录系统级账号
2.列表内有多页记录",1.页数内输入大写数字,1.不可输入,3,功能测试,功能测试阶段
